subject,relation,object
Behavioral Health Services (Covenant House Inc),provider,Behavioral Health Services (Covenant House Inc)
Behavioral Health Services (Covenant House Inc),address,"""8125 Stenton Avenue, Philadelphia, PA 19150"""
Behavioral Health Services (Covenant House Inc),longitude,XMLSchema#decimal
Behavioral Health Services (Covenant House Inc),availableChannel,AB-Behavioral Health Services (Covenant House Inc)
Behavioral Health Services (Covenant House Inc),availableChannel,P-Behavioral Health Services (Covenant House Inc)
Behavioral Health Services (Covenant House Inc),containedInPlace,19144
Behavioral Health Services (Covenant House Inc),description,Behavioral Health Services (Covenant House Inc)
Behavioral Health Services (Covenant House Inc),telephone,"""tel:+1-215-248-7560"""
Behavioral Health Services (Covenant House Inc),text,"""Behavioral Health Services program offers depression counseling and management, behavioral health counseling and management and alcohol dependency management. Services include:- Behavioral HealthPayment methods include private insurance, medicaid/medicare, and sliding scale fees for uninsured clients."""
Behavioral Health Services (Covenant House Inc),xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
Behavioral Health Services (Covenant House Inc),xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
Behavioral Health Services (Covenant House Inc),xmlschema11-2#time,"""Saturday from 08:30 to 12:00"""
Behavioral Health Services (Covenant House Inc),xmlschema11-2#time,"""Sunday Closed"
Behavioral Health Services (Covenant House Inc),xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
Behavioral Health Services (Covenant House Inc),xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
Behavioral Health Services (Covenant House Inc),xmlschema11-2#time,"""Wednesday from 09:00 to 20:00"""
Behavioral Health Services (Covenant House Inc),conditionsOfAccess,""""""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),latitude,39.8442874
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),category,MentalHealthEvaluation
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),category,UnderstandMentalHealth
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),availability,Available
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),cost,SlidingScale
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),category,Counseling
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),category,GroupTherapy
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),audience,Adults18
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),language,English
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),category,MentalHealthCare
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),audience,AllMentalHealth
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),category,IndividualCounseling
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),audience,BenefitRecipients
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),category,OutpatientTreatment
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),audience,Individuals
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),service type,Mental Health
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),postalCode,"""19147"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),url,"""https://www.facebook.com/jeffersonhospital/"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),url,"""https://www.twitter.com/@TJUHospital"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),identifier,"""Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)_6472488910454784"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),name,"""Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),name,""""""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),hasMap,XMLSchema#anyUri
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),provider,Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),address,"""443 Laurel Oak Road, Voorhees Township, NJ 19147"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),longitude,XMLSchema#decimal
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),availableChannel,AB-Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),availableChannel,P-Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),containedInPlace,19147
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),description,Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),telephone,"""tel:+1-800-533-3669"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),text,"""Jefferson Health serves adults experiencing a severe or acute mental disorder through their Adult Outpatient Psychiatry services.This program provides:- Psychosocial and psychiatric evaluations- Outpatient mental health treatmentTreatment may include:- Individual therapy- Group psychotherapy- Medical/surgical consultation The program is staffed by resident psychiatrists and psychologists and provides patients with the latest treatments for a variety of psychiatric disorders. Jefferson Health accepts Medical Assistance (Medicaid) and Self-Pay with a sliding scale fee schedule."""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),xmlschema11-2#time,"""Sunday Closed"
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),xmlschema11-2#time,"""Saturday Closed"
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),conditionsOfAccess,"""This program helps people who are older than 17 years old."""
Clinical Services (Cohen Veteran's Network),latitude,39.9565128
Clinical Services (Cohen Veteran's Network),category,SupportNetwork
Clinical Services (Cohen Veteran's Network),availability,Available
Clinical Services (Cohen Veteran's Network),language,English
Clinical Services (Cohen Veteran's Network),language,Spanish
Clinical Services (Cohen Veteran's Network),category,MentalHealthCare
Clinical Services (Cohen Veteran's Network),category,FinancialAssistance
Clinical Services (Cohen Veteran's Network),cost,Free
Clinical Services (Cohen Veteran's Network),audience,Seniors
Clinical Services (Cohen Veteran's Network),audience,Teens
Clinical Services (Cohen Veteran's Network),audience,Adults
Clinical Services (Cohen Veteran's Network),category,NavigatingTheSystem
Clinical Services (Cohen Veteran's Network),category,HelpFindHousing
Clinical Services (Cohen Veteran's Network),audience,ActiveDuty
Clinical Services (Cohen Veteran's Network),category,Counseling
Clinical Services (Cohen Veteran's Network),audience,Veterans
Clinical Services (Cohen Veteran's Network),audience,Individuals
Clinical Services (Cohen Veteran's Network),category,IndividualCounseling
Clinical Services (Cohen Veteran's Network),audience,Dependents
Clinical Services (Cohen Veteran's Network),audience,YoungAdults
Clinical Services (Cohen Veteran's Network),audience,Children
Clinical Services (Cohen Veteran's Network),audience,AllDisabilities
Clinical Services (Cohen Veteran's Network),audience,Spouses
Clinical Services (Cohen Veteran's Network),service type,Mental Health
