subject,relation,object
Navigation Center (Horizon House),category,NavigatingTheSystem
Navigation Center (Horizon House),language,English
Navigation Center (Horizon House),audience,AllAges
Navigation Center (Horizon House),category,Meals
Navigation Center (Horizon House),category,Clothing
Navigation Center (Horizon House),availability,Available
Navigation Center (Horizon House),category,PersonalHygiene
Navigation Center (Horizon House),category,TemporaryShelter
Navigation Center (Horizon House),service type,Shelter
Navigation Center (Horizon House),postalCode,"""19104"""
Navigation Center (Horizon House),url,"""None"""
Navigation Center (Horizon House),identifier,"""Navigation Center (Horizon House)_6224216144216064"""
Navigation Center (Horizon House),name,""""""
Navigation Center (Horizon House),name,"""Navigation Center (Horizon House)"""
Navigation Center (Horizon House),hasMap,XMLSchema#anyUri
Navigation Center (Horizon House),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Navigation Center (Horizon House),provider,Navigation Center (Horizon House)
Navigation Center (Horizon House),address,"""5901 Market Street, Philadelphia, PA 19104"""
Navigation Center (Horizon House),longitude,XMLSchema#decimal
Navigation Center (Horizon House),availableChannel,AB-Navigation Center (Horizon House)
Navigation Center (Horizon House),availableChannel,P-Navigation Center (Horizon House)
Navigation Center (Horizon House),containedInPlace,19104
Navigation Center (Horizon House),description,Navigation Center (Horizon House)
Navigation Center (Horizon House),telephone,"""tel:+1-215-222-2466"""
Navigation Center (Horizon House),text,"""Navigation Center offers service-resistant homeless individuals the chance to gain stability by offering to meet their immediate needs by providing basic human services.Services include:- Temporary shelter- Food- Showers - Season-appropriate clothing- Resources for other human servicesFor more information, please call the Outreach Coordination Center's 24-hour hotline: 215-232-1984."""
Navigation Center (Horizon House),xmlschema11-2#time,"""Sunday Closed"
Navigation Center (Horizon House),xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
Navigation Center (Horizon House),xmlschema11-2#time,"""Wednesday from 09:00 to 17:00"""
Navigation Center (Horizon House),xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
Navigation Center (Horizon House),xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
Navigation Center (Horizon House),xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
Navigation Center (Horizon House),xmlschema11-2#time,"""Saturday Closed"
Navigation Center (Horizon House),conditionsOfAccess,"""This program serves people experiencing homelessness."""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),latitude,39.9561156
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),category,PersonalHygiene
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),category,Meals
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),availability,Available
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),audience,Homeless
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),audience,Male
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),audience,Adults18
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),category,TemporaryShelter
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),language,English
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),cost,Free
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),service type,Shelter
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),postalCode,"""19107"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),url,"""https://www.facebook.com/saintjohnshospice"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),identifier,"""Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)_5112554392387584"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),name,"""Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),name,""""""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),hasMap,XMLSchema#anyUri
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),provider,Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),address,"""1221 Race St, Philadelphia, PA 19107"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),longitude,XMLSchema#decimal
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),availableChannel,AB-Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),availableChannel,P-Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),containedInPlace,19107
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),description,Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),telephone,"""tel:+1-215-563-7763"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),text,"""The Coffee House provides a safe resting and sleeping environment for chronically homeless men who typically avoid shelter living.This program provides:- Overnight shelterAdditional services:- Warm meal- Beverages- Restrooms- ShowersIf you are interested in staying at the SJH Coffee House, report to at the corner of N. Camac and Race Streets at 10 pm."""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),xmlschema11-2#time,"""Wednesday from 20:30 to 17:00"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),xmlschema11-2#time,"""Thursday from 20:30 to 17:00"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),xmlschema11-2#time,"""Saturday Closed"
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),xmlschema11-2#time,"""Friday from 20:30 to 17:00"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),xmlschema11-2#time,"""Monday from 20:30 to 17:00"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),xmlschema11-2#time,"""Sunday Closed"
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),xmlschema11-2#time,"""Tuesday from 20:30 to 17:00"""
Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice),conditionsOfAccess,"""This program helps homeless men."""
Drop In Center (Prevention Point Philadelphia),latitude,39.9927854
Drop In Center (Prevention Point Philadelphia),category,OneOnOneSupport
Drop In Center (Prevention Point Philadelphia),category,WeatherRelief
Drop In Center (Prevention Point Philadelphia),language,Spanish
Drop In Center (Prevention Point Philadelphia),audience,Families
Drop In Center (Prevention Point Philadelphia),category,CaseManagement
Drop In Center (Prevention Point Philadelphia),category,AdvocacyAndLegalAid
Drop In Center (Prevention Point Philadelphia),category,NavigatingTheSystem
Drop In Center (Prevention Point Philadelphia),category,Meals
Drop In Center (Prevention Point Philadelphia),category,MedicalCare
Drop In Center (Prevention Point Philadelphia),audience,Individuals
Drop In Center (Prevention Point Philadelphia),availability,Available
Drop In Center (Prevention Point Philadelphia),cost,Free
Drop In Center (Prevention Point Philadelphia),category,AddictionAndRecovery
Drop In Center (Prevention Point Philadelphia),language,English
Drop In Center (Prevention Point Philadelphia),audience,Adults18
Drop In Center (Prevention Point Philadelphia),service type,Shelter
Drop In Center (Prevention Point Philadelphia),postalCode,"""19134"""
Drop In Center (Prevention Point Philadelphia),url,"""https://www.facebook.com/preventionpointphiladelphia"""
Drop In Center (Prevention Point Philadelphia),url,"""https://www.twitter.com/@preventionpp"""
Drop In Center (Prevention Point Philadelphia),identifier,"""Drop In Center (Prevention Point Philadelphia)_5089660355477504"""
Drop In Center (Prevention Point Philadelphia),name,"""Drop In Center (Prevention Point Philadelphia)"""
Drop In Center (Prevention Point Philadelphia),name,""""""
Drop In Center (Prevention Point Philadelphia),hasMap,XMLSchema#anyUri
Drop In Center (Prevention Point Philadelphia),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Drop In Center (Prevention Point Philadelphia),provider,Drop In Center (Prevention Point Philadelphia)
Drop In Center (Prevention Point Philadelphia),address,"""2915 Kensington Avenue, Philadelphia, PA 19134"""
Drop In Center (Prevention Point Philadelphia),longitude,XMLSchema#decimal
Drop In Center (Prevention Point Philadelphia),availableChannel,AB-Drop In Center (Prevention Point Philadelphia)
Drop In Center (Prevention Point Philadelphia),availableChannel,P-Drop In Center (Prevention Point Philadelphia)
Drop In Center (Prevention Point Philadelphia),containedInPlace,19134
Drop In Center (Prevention Point Philadelphia),description,Drop In Center (Prevention Point Philadelphia)
Drop In Center (Prevention Point Philadelphia),telephone,"""tel:+1-215-634-5272"""
Drop In Center (Prevention Point Philadelphia),text,"""The Drop In Center strives to be free of judgment, allowing people of all backgrounds to come in and relax. The Drop In Center is in many ways the gateway through which participants are connected to the many services provided by PPP. This program provides:- Case management- HIV/HCV testing and counseling- Mail services- Legal clinic- Medical services- CRAFT (links participants to addiction treatment)- Specialized surveys - MealsThe Drop In Center is open five days a week and provides daily respite for clients from outside weather."""
Drop In Center (Prevention Point Philadelphia),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Drop In Center (Prevention Point Philadelphia),xmlschema11-2#time,"""Friday from 05:00 to 14:00"""
Drop In Center (Prevention Point Philadelphia),xmlschema11-2#time,"""Wednesday from 05:00 to 14:00"""
Drop In Center (Prevention Point Philadelphia),xmlschema11-2#time,"""Sunday Closed"
Drop In Center (Prevention Point Philadelphia),xmlschema11-2#time,"""Thursday from 05:00 to 14:00"""
Drop In Center (Prevention Point Philadelphia),xmlschema11-2#time,"""Saturday Closed"
Drop In Center (Prevention Point Philadelphia),xmlschema11-2#time,"""Tuesday from 05:00 to 14:00"""
Drop In Center (Prevention Point Philadelphia),conditionsOfAccess,"""This program serves residents in Philadelphia county, PA."""
"Station House Intake Center Services (SELF, Inc.)",latitude,39.9923482
"Station House Intake Center Services (SELF, Inc.)",cost,Free
"Station House Intake Center Services (SELF, Inc.)",category,TemporaryShelter
"Station House Intake Center Services (SELF, Inc.)",category,CaseManagement
"Station House Intake Center Services (SELF, Inc.)",language,English
"Station House Intake Center Services (SELF, Inc.)",audience,Homeless
"Station House Intake Center Services (SELF, Inc.)",audience,Adults18
"Station House Intake Center Services (SELF, Inc.)",audience,Male
"Station House Intake Center Services (SELF, Inc.)",availability,Available
"Station House Intake Center Services (SELF, Inc.)",service type,Shelter
"Station House Intake Center Services (SELF, Inc.)",postalCode,"""19132"""
"Station House Intake Center Services (SELF, Inc.)",url,"""None"""
"Station House Intake Center Services (SELF, Inc.)",identifier,"""Station House Intake Center Services (SELF, Inc.)_6354456388829184"""
"Station House Intake Center Services (SELF, Inc.)",name,""""""
"Station House Intake Center Services (SELF, Inc.)",name,"""Station House Intake Center Services (SELF, Inc.)"""
"Station House Intake Center Services (SELF, Inc.)",hasMap,XMLSchema#anyUri
"Station House Intake Center Services (SELF, Inc.)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Station House Intake Center Services (SELF, Inc.)",provider,"Station House Intake Center Services (SELF, Inc.)"
"Station House Intake Center Services (SELF, Inc.)",address,"""2601 North Broad Street, Philadelphia, PA 19132"""
"Station House Intake Center Services (SELF, Inc.)",longitude,XMLSchema#decimal
"Station House Intake Center Services (SELF, Inc.)",longitude,XMLSchema#decimal
"Station House Intake Center Services (SELF, Inc.)",availableChannel,"AB-Station House Intake Center Services (SELF, Inc.)"
"Station House Intake Center Services (SELF, Inc.)",availableChannel,"P-Station House Intake Center Services (SELF, Inc.)"
"Station House Intake Center Services (SELF, Inc.)",containedInPlace,19132
"Station House Intake Center Services (SELF, Inc.)",description,"Station House Intake Center Services (SELF, Inc.)"
"Station House Intake Center Services (SELF, Inc.)",telephone,"""tel:+1-215-225-9230"""
"Station House Intake Center Services (SELF, Inc.)",text,"""Centralized Homeless Intake Services includes an assessment of eligibility and service needs of persons and families presenting for placement into emergency housing. If eligible, persons and families are placed in appropriate emergency housing, boarding homes, or other alternative housing. Services include:- Temporary shelter- Ongoing case management services- Assistance with obtaining transitional and/or permanent housing- Supportive housing for special populations- An optional savings program which allows households to save a part of their income for future housing expensesMental health assessments and referrals to drug/alcohol treatment, health services, children and youth services, legal services and veteranâ€™s services, etc., are provided as needed to clients of the program.- Connecting Services to other community resources- ScreeningIf you are currently experiencing homelessness, please call us during business hours. You must go through central intake for an initial assessment of your housing needs before placement into the homeless housing system."""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Friday Closed"
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Thursday Closed"
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Saturday from 17:00 to 23:00"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Tuesday Closed"
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Monday Closed"
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Wednesday Closed"
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
"Station House Intake Center Services (SELF, Inc.)",xmlschema11-2#time,"""Sunday from 17:00 to 23:00"""
"Station House Intake Center Services (SELF, Inc.)",conditionsOfAccess,"""We serve single men experiencing homelessness."""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),latitude,40.007932
Kailo Haven (Resources for Human Development RHD - Pennsylvania),cost,Free
Kailo Haven (Resources for Human Development RHD - Pennsylvania),category,12Step
Kailo Haven (Resources for Human Development RHD - Pennsylvania),audience,DualDiagnosis
Kailo Haven (Resources for Human Development RHD - Pennsylvania),audience,AllMentalHealth
Kailo Haven (Resources for Human Development RHD - Pennsylvania),category,NavigatingTheSystem
Kailo Haven (Resources for Human Development RHD - Pennsylvania),category,ShortTermHousing
Kailo Haven (Resources for Human Development RHD - Pennsylvania),category,Meals
Kailo Haven (Resources for Human Development RHD - Pennsylvania),audience,Homeless
Kailo Haven (Resources for Human Development RHD - Pennsylvania),audience,SubstanceDependency
Kailo Haven (Resources for Human Development RHD - Pennsylvania),category,TemporaryShelter
Kailo Haven (Resources for Human Development RHD - Pennsylvania),availability,Available
Kailo Haven (Resources for Human Development RHD - Pennsylvania),language,English
Kailo Haven (Resources for Human Development RHD - Pennsylvania),audience,Adults18
Kailo Haven (Resources for Human Development RHD - Pennsylvania),category,PersonalHygiene
Kailo Haven (Resources for Human Development RHD - Pennsylvania),category,OneOnOneSupport
Kailo Haven (Resources for Human Development RHD - Pennsylvania),service type,Shelter
Kailo Haven (Resources for Human Development RHD - Pennsylvania),postalCode,"""19140"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),url,"""https://www.facebook.com/kailohaven/"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),identifier,"""Kailo Haven (Resources for Human Development RHD - Pennsylvania)_5552002522939392"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),name,""""""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),name,"""Kailo Haven (Resources for Human Development RHD - Pennsylvania)"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),hasMap,XMLSchema#anyUri
Kailo Haven (Resources for Human Development RHD - Pennsylvania),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),provider,Kailo Haven (Resources for Human Development RHD - Pennsylvania)
Kailo Haven (Resources for Human Development RHD - Pennsylvania),address,"""2107 West Tioga Street, Philadelphia, PA 19140"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),longitude,XMLSchema#decimal
Kailo Haven (Resources for Human Development RHD - Pennsylvania),availableChannel,AB-Kailo Haven (Resources for Human Development RHD - Pennsylvania)
Kailo Haven (Resources for Human Development RHD - Pennsylvania),availableChannel,P-Kailo Haven (Resources for Human Development RHD - Pennsylvania)
Kailo Haven (Resources for Human Development RHD - Pennsylvania),containedInPlace,19140
Kailo Haven (Resources for Human Development RHD - Pennsylvania),description,Kailo Haven (Resources for Human Development RHD - Pennsylvania)
Kailo Haven (Resources for Human Development RHD - Pennsylvania),telephone,"""tel:+1-215-225-8645"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),text,"""Resources for Human Development's Kailo Haven is a safe haven homeless shelter for individuals experiencing chronic homelessness and identified as suffering from some form of co-occuring disorders, including mental health and addiction challenges.This program provides:- Safe environment to live and sleep- Meals and snacks- Bathroom and laundry facilities- 12-step recovering meetings- Emotional Management Courses- Individualized meetings and support to obtain financial and medical benefits- Referral ServicesPlease call The Homeless Outreach Hotline at 215-225-8645."""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Kailo Haven (Resources for Human Development RHD - Pennsylvania),conditionsOfAccess,"""This program serves homeless people."""
"Outley House (SELF, Inc.)",latitude,39.9506585
"Outley House (SELF, Inc.)",category,SkillsAndTraining
"Outley House (SELF, Inc.)",category,HelpFindHealthcare
"Outley House (SELF, Inc.)",category,DailyLifeSkills
"Outley House (SELF, Inc.)",cost,Free
"Outley House (SELF, Inc.)",category,NavigatingTheSystem
"Outley House (SELF, Inc.)",audience,Adults18
"Outley House (SELF, Inc.)",category,CaseManagement
"Outley House (SELF, Inc.)",audience,Male
"Outley House (SELF, Inc.)",category,HelpFindSchool
"Outley House (SELF, Inc.)",category,NavigatingTheSystem
"Outley House (SELF, Inc.)",audience,Seniors
"Outley House (SELF, Inc.)",category,HelpFindHousing
"Outley House (SELF, Inc.)",audience,Homeless
"Outley House (SELF, Inc.)",language,English
"Outley House (SELF, Inc.)",audience,AllMentalHealth
"Outley House (SELF, Inc.)",availability,Available
"Outley House (SELF, Inc.)",category,SkillsAndTraining
"Outley House (SELF, Inc.)",category,TemporaryShelter
"Outley House (SELF, Inc.)",service type,Shelter
"Outley House (SELF, Inc.)",postalCode,"""19107"""
"Outley House (SELF, Inc.)",url,"""https://www.facebook.com/SELFIncorp/"""
"Outley House (SELF, Inc.)",url,"""https://www.twitter.com/@SelfInc1"""
"Outley House (SELF, Inc.)",identifier,"""Outley House (SELF, Inc.)_5992920927698944"""
"Outley House (SELF, Inc.)",name,"""Outley House (SELF, Inc.)"""
"Outley House (SELF, Inc.)",name,""""""
"Outley House (SELF, Inc.)",hasMap,XMLSchema#anyUri
"Outley House (SELF, Inc.)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Outley House (SELF, Inc.)",provider,"Outley House (SELF, Inc.)"
"Outley House (SELF, Inc.)",address,"""1211 Chestnut Street, Philadelphia, PA 19107"""
"Outley House (SELF, Inc.)",longitude,XMLSchema#decimal
"Outley House (SELF, Inc.)",availableChannel,"AB-Outley House (SELF, Inc.)"
"Outley House (SELF, Inc.)",availableChannel,"P-Outley House (SELF, Inc.)"
"Outley House (SELF, Inc.)",containedInPlace,19107
"Outley House (SELF, Inc.)",description,"Outley House (SELF, Inc.)"
"Outley House (SELF, Inc.)",telephone,"""tel:+1-215-496-9610"""
"Outley House (SELF, Inc.)",text,"""Outley House serves single, adult men who are experiencing homelessness and are between the ages of 18 and 70+ years old. Their staff work tirelessly to help clients get back on their feet and start along the path to independence.This program provides:- Help find housing- Temporary shelter- Case managementThey also offer:- Behavioral and physical health services- Education opportunities- Independent living preparation- Access to resources and community contacts"""
"Outley House (SELF, Inc.)",xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
"Outley House (SELF, Inc.)",xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
"Outley House (SELF, Inc.)",xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
"Outley House (SELF, Inc.)",xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
"Outley House (SELF, Inc.)",xmlschema11-2#time,"""Sunday Closed"
"Outley House (SELF, Inc.)",xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
"Outley House (SELF, Inc.)",xmlschema11-2#time,"""Saturday Closed"
"Outley House (SELF, Inc.)",conditionsOfAccess,"""Must be male and homeless', 'Must have a referral from The Office of Homeless Services (OHS).', 'This program helps people who are older than 17 years old."""
Code Blue (Project HOME),latitude,39.9540966
Code Blue (Project HOME),language,English
Code Blue (Project HOME),category,TemporaryShelter
Code Blue (Project HOME),category,WeatherRelief
Code Blue (Project HOME),audience,Homeless
Code Blue (Project HOME),audience,Individuals
Code Blue (Project HOME),category,HelpHotlines
Code Blue (Project HOME),audience,AnyoneInNeed
Code Blue (Project HOME),availability,Available
Code Blue (Project HOME),audience,AllAges
Code Blue (Project HOME),category,Transportation
Code Blue (Project HOME),cost,Free
Code Blue (Project HOME),service type,Shelter
Code Blue (Project HOME),postalCode,"""19102"""
Code Blue (Project HOME),url,"""None"""
Code Blue (Project HOME),url,"""https://www.twitter.com/@PHLCityHomeless"""
Code Blue (Project HOME),identifier,"""Code Blue (Project HOME)_5982309675433984"""
Code Blue (Project HOME),name,"""Code Blue (Project HOME)"""
Code Blue (Project HOME),name,""""""
Code Blue (Project HOME),hasMap,XMLSchema#anyUri
Code Blue (Project HOME),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Code Blue (Project HOME),provider,Code Blue (Project HOME)
Code Blue (Project HOME),address,"""1401 John F Kennedy Boulevard, Philadelphia, PA 19102"""
Code Blue (Project HOME),longitude,XMLSchema#decimal
Code Blue (Project HOME),availableChannel,AB-Code Blue (Project HOME)
Code Blue (Project HOME),availableChannel,P-Code Blue (Project HOME)
Code Blue (Project HOME),containedInPlace,19102
Code Blue (Project HOME),description,Code Blue (Project HOME)
Code Blue (Project HOME),telephone,"""tel:+1-215-232-1984"""
Code Blue (Project HOME),text,"""Project HOME provides an emergency shelter when it issues an emergency warning Code Blue. Code Blue is when the National Weather Service predicts wind chills of 20 degrees or lower or precipitation with temperatures below 32 degrees to preserve the lives of chronically homeless individuals.This program provides:- Short-term emergency shelterCity officials are urging the public to call Homeless Outreach at any time if they see someone who is homeless and sleeping on the street. Homeless outreach teams are available 24 hours a day, seven days a week."""
Code Blue (Project HOME),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Code Blue (Project HOME),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Code Blue (Project HOME),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Code Blue (Project HOME),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Code Blue (Project HOME),xmlschema11-2#time,"""Sunday Closed"
Code Blue (Project HOME),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Code Blue (Project HOME),xmlschema11-2#time,"""Saturday Closed"
Code Blue (Project HOME),conditionsOfAccess,"""This program serves homeless individuals."""
