[12Step; inCodeSet; _CategoryCodeSet_Services_Main]
[Question; about; University of Pennsylvania Perelman School of Medicine_Addiction Services]
[Question; about; St. Barbara's Roman Catholic Church_Food Baskets]
[Question; about; University of Pennsylvania Perelman School of Medicine_Addiction Services]
[Question; about; Covenant House_Crisis Care Services]
[Question; about; Wedge Recovery Center_The Recovery and Education Center]
[Question; about; US Department of Veterans Affairs - Veterans Health Administration_Substance Use Disorder Program]
[Question; about; The Attic Youth Center_Mental Health Counseling]
[Question; about; Rogers Behavioral Health_Recovery Services]
[Question; about; Circle Counseling_Counseling]
[Question; about; African Family Health Organization_Human Services]
[Question; about; Fresh Start Foundation_Emergency Housing for Veterans]
[Question; about; Circle Counseling_Counseling]
[Question; about; Mazzoni Center_Intensive Outpatient Program at Mazzoni Center]
[Question; about; Wedge Recovery Center_The Recovery and Education Center]
[Question; about; Mazzoni Center_Intensive Outpatient Program at Mazzoni Center]
[Question; about; Men and Women for Human Excellence, Inc. (MWFHE)_Residential Therapeutic Community]
[Question; about; Women In Transition_Substance Abuse Intervention]
[Question; about; Horizon House_Navigation Center]
[Question; about; Prevention Point Philadelphia_Drop In Center]
[Question; about; HELP USA Pennsylvania_Emergency Shelter]
[Question; about; Wedge Recovery Center_The Recovery and Education Center]
[Question; about; Bethesda Project_Church-Based Shelters]
[Question; about; The Behavioral Wellness Center at Girard_Miracles In Progress]
[Question; about; Helping Hands Ministry Inc_Social Services -Basic Needs Assistance]
[Question; about; Covenant House_Crisis Care Services]
[Question; about; Mazzoni Center_Intensive Outpatient Program at Mazzoni Center]
[Question; about; Stenton Family Manor_Homeless Shelter]
[Question; about; East Park Revitalization Alliance_Food Pantry]
[Question; about; Saint Helena_St. Helena Food Cupboard]
[Question; about; The Behavioral Wellness Center at Girard_Miracles In Progress]
[Question; about; The Salvation Army-Greater Philadelphia_Red Shield Family Residence]
[Question; about; Bethesda Project_My Brother's House]
[Question; about; Lutheran Settlement House_Jane Addams Place]
[Question; about; Saint Helena_St. Helena Food Cupboard]
[Question; about; Stenton Family Manor_Homeless Shelter]
[Question; about; Bethesda Project_My Brother's House]
[Question; about; Better Living Center_Community Support Services]
[Question; about; Addiction Medicine and Health Advocates, Inc. (AMHA)_Addiction Medicine And Health Advocates]
[Question; about; Prevention Point Philadelphia_Drop In Center]
[Question; about; The Salvation Army-Greater Philadelphia_Red Shield Family Residence]
[Question; about; Bethesda Project_My Brother's House]
[Question; about; Stenton Family Manor_Homeless Shelter]
[Question; about; Citizens Acting Together Can Help Inc_Packer Community Integrated Recovery Center]
[Question; about; City of Philadelphia-Office of Homeless Services_City of Philadelphia, Office of Homeless Services-Prevention, Diversion and Intake]
[Question; about; Old Pine Community Center_Grab and Go Meals]
[Question; about; Bethesda Project_My Brother's House]
[Question; about; Neighbor to Neighbor Community Development Corporation Inc_Food Cupboard]
[Question; about; Conquerors Community Development Corporation_Various Community Events and Programs]
[Question; about; Church World Service Inc_Border Shelter Network and Call Center]
[Question; about; Resources for Human Development-Pennsylvania_Kailo Haven]
[Question; about; Rogers Behavioral Health_Recovery Services]
[Question; about; Catholic Social Services of the Archdiocese of Philadelphia and Saint John's Hospice_Good Shepherd]
[Question; about; Salvation Army Eastern Pennsylvania and Delaware_Emergency Disaster Services]
[Question; about; Prevention Point Philadelphia_Drop In Center]
[Question; about; Helping Hands Ministry Inc_Social Services -Basic Needs Assistance]
[Question; about; Addiction Medicine and Health Advocates Inc_Addiction Medicine And Health Advocates]
[Question; about; Community of Compassion CDC_Food Pantry]
[Question; about; Old Pine Community Center_Grab and Go Meals]
[Question; about; Lutheran Settlement House_Jane Addams Place]
[Question; about; Wedge Recovery Center_Early Intervention Program]
[Question; about; Hispanic Community Counseling Services_Adult Outpatient Services]
[Question; about; Overington House Inc_Mental Health Assistance]
[Question; about; Horizon House_Navigation Center]
[Question; about; Bethesda Project_Church-Based Shelters]
[Question; about; Resources for Human Development-Pennsylvania_Kailo Haven]
[Question; about; Bethesda Project_My Brother's House]
[Question; about; HELP USA Pennsylvania_Emergency Shelter]
[Question; about; Bebashi_Second Helping Emergency Food Cupboard]
[Question; about; Families Forward_Emergency Shelter]
[Question; about; Addiction Medicine and Health Advocates Inc_Addiction Medicine And Health Advocates]
[Question; about; Youth Advocate Programs of Pennsylvania_Intensive Outpatient Programs or Day Treatment - Youth]
[Question; about; Resources for Human Development-Pennsylvania_RHD Fernwood Program]
[Question; about; Conquerors Community Development Corporation_Various Community Events and Programs]
[Question; about; KITHS_KITHS Kitchen and Garden]
[Question; about; NorthEast Treatment Centers - OTP_Medication-Assisted Treatment]
[Question; about; HELP USA Pennsylvania_Emergency Shelter]
[Question; about; Stenton Family Manor_Homeless Shelter]
[Question; about; Catholic Social Services of the Archdiocese of Philadelphia and Saint John's Hospice_Good Shepherd]
[Question; about; Neighbor to Neighbor Community Development Corporation Inc_Food Cupboard]
[Question; about; Public Health Management Corporation_New Pathways for Women Project]
[Question; about; African Family Health Organization_Human Services]
[Question; about; Resources for Human Development-Pennsylvania_Kailo Haven]
[Question; about; Resources for Human Development-Pennsylvania_RHD Fernwood Program]
[Question; about; Men and Women for Human Excellence, Inc. (MWFHE)_Residential Therapeutic Community]
[Question; about; Covenant House_Crisis Care Services]
[Question; about; Better Living Center_Community Support Services]
[Question; about; Horizon House_Navigation Center]
[Question; about; Church World Service Inc_Border Shelter Network and Call Center]
[Question; about; The Attic Youth Center_Mental Health Counseling]
[Question; about; Better Living Center_Community Support Services]
[Question; about; Casa de Consejeria_Intensive Outpatient Program]
[Question; about; Women In Transition_Substance Abuse Intervention]
[Question; about; Horizon House_Housing First Treatment Teams and the Housing First Model]
[Question; about; Prevention Point Philadelphia_Drop In Center]
[Question; about; City of Philadelphia-Office of Homeless Services_City of Philadelphia, Office of Homeless Services-Prevention, Diversion and Intake]
[Question; about; Hispanic Community Counseling Services_Adult Outpatient Services]
[Question; about; Horizon House_Housing First Treatment Teams and the Housing First Model]
[Question; about; Better Living Center_Community Support Services]
[Question; about; Stenton Family Manor_Homeless Shelter]
[Question; about; Youth Service Inc_Youth Emergency Service]
[Question; about; Men and Women for Human Excellence, Inc. (MWFHE)_Residential Therapeutic Community]
[Question; about; African Family Health Organization_Human Services]
[Question; about; City of Philadelphia-Office of Homeless Services_City of Philadelphia, Office of Homeless Services-Prevention, Diversion and Intake]
[Question; about; Circle Counseling_Counseling]
[Question; about; Men and Women for Human Excellence, Inc. (MWFHE)_Residential Therapeutic Community]
[Question; about; Prevention Point Philadelphia_Drop In Center]
[Question; about; Helping Hands Ministry Inc_Social Services -Basic Needs Assistance]
[Question; about; Philadelphia FIGHT Community Health Centers_Teach Recovery Education Empowerment IOP]
[Question; about; Bethesda Project_My Brother's House]
[Question; about; Old Pine Community Center_Grab and Go Meals]
[Question; about; Best Behavioral Healthcare_Mental Health Services]
[Question; about; African Family Health Organization_Human Services]
[Question; about; The Attic Youth Center_Mental Health Counseling]
[Question; about; Rogers Behavioral Health_Recovery Services]
[Question; about; Circle Counseling_Counseling]
[Question; about; Conquerors Community Development Corporation_Various Community Events and Programs]
[Question; about; The Attic Youth Center_Mental Health Counseling]
[Question; about; City of Philadelphia-Office of Homeless Services_City of Philadelphia, Office of Homeless Services-Prevention, Diversion and Intake]
[Question; about; Old Pine Community Center_Grab and Go Meals]
[Question; about; KITHS_KITHS Kitchen and Garden]
[Question; about; Mazzoni Center_Intensive Outpatient Program at Mazzoni Center]
[Question; about; Bethesda Project_My Brother's House]
[Question; about; University of Pennsylvania Perelman School of Medicine_Addiction Services]
[Question; about; Salvation Army Eastern Pennsylvania and Delaware_Comprehensive Shelters]
[Question; about; Addiction Medicine and Health Advocates Inc_Addiction Medicine And Health Advocates]
[Question; about; Jewish Relief Agency_Food Assistance and Relief]
[Question; about; Episcopal Community Services_Food Pantry]
[Question; about; Best Behavioral Healthcare_Mental Health Services]
[Question; about; The Attic Youth Center_Mental Health Counseling]
[Question; about; Public Health Management Corporation_The Bridge]
[Question; about; Stenton Family Manor_Homeless Shelter]
[Question; about; Saint Helena_St. Helena Food Cupboard]
[Question; about; Circle Counseling_Counseling]
[Question; about; KITHS_KITHS Kitchen and Garden]
[Question; about; Circle Counseling_Counseling]
[Question; about; Episcopal Community Services_Food Pantry]
[Question; about; Child Guidance Resource Centers_Drug and Alcohol Services]
[Question; about; Salvation Army Eastern Pennsylvania and Delaware_Comprehensive Shelters]
[Question; about; Better Living Center_Community Support Services]
[Question; about; Women In Transition_Substance Abuse Intervention]
[Question; about; Community of Compassion CDC_Food Pantry]
[Question; about; Livengrin Foundation_Residential Inpatient Drug and Alcohol Treatment]
[Question; about; Casa de Consejeria_Intensive Outpatient Program]
[Question; about; Horizon House_Housing First Treatment Teams and the Housing First Model]
[Question; about; University of Pennsylvania Perelman School of Medicine_Addiction Services]
[Question; about; Prevention Point Philadelphia_Drop In Center]
[Question; about; Community of Compassion CDC_Food Pantry]
[Question; about; Women In Transition_Substance Abuse Intervention]
[Question; about; Resources for Human Development-Pennsylvania_Kailo Haven]
[Question; about; Public Health Management Corporation_The Bridge]
[Question; about; Wedge Recovery Center_The Recovery and Education Center]
[Question; about; East Park Revitalization Alliance_Food Pantry]
[Question; about; Casa de Consejeria_Intensive Outpatient Program]
[Question; about; NorthEast Treatment Centers - OTP_Medication-Assisted Treatment]
[Question; about; Families Forward_Emergency Shelter]
[Question; about; Lutheran Settlement House_Jane Addams Place]
[Question; about; Resources for Human Development-Pennsylvania_RHD Fernwood Program]
[Question; about; Mazzoni Center_Intensive Outpatient Program at Mazzoni Center]
[Question; about; Citizens Acting Together Can Help Inc_Packer Community Integrated Recovery Center]
[Question; about; African Family Health Organization_Human Services]
[Question; about; Salvation Army Eastern Pennsylvania and Delaware_Comprehensive Shelters]
[Question; about; Horizon House_Navigation Center]
[Question; about; Circle Counseling_Counseling]
[Question; about; City of Philadelphia-Office of Homeless Services_City of Philadelphia, Office of Homeless Services-Prevention, Diversion and Intake]
[Question; about; Covenant House_Crisis Care Services]
[Question; about; The Greater Philadelphia Community Alliance_Food Distribution]
[Question; about; KITHS_KITHS Kitchen and Garden]
[Question; about; Families Forward_Emergency Shelter]
[Question; about; Wedge Recovery Center_Early Intervention Program]
[Question; about; Old Pine Community Center_Grab and Go Meals]
[Question; about; HELP USA Pennsylvania_Emergency Shelter]
[Question; about; Salvation Army Eastern Pennsylvania and Delaware_Comprehensive Shelters]
[Question; about; Covenant House Pennsylvania_Youth Services]
[Question; about; Greater Philadelphia Asian Social Service Center (GPASS)_Outpatient Treatment Program]
[Question; about; Youth Advocate Programs of Pennsylvania_Intensive Outpatient Programs or Day Treatment - Youth]
[Question; about; Catholic Social Services of the Archdiocese of Philadelphia and Saint John's Hospice_Good Shepherd]
[Question; about; The Greater Philadelphia Community Alliance_Food Distribution]
[Question; about; Wedge Recovery Center_Early Intervention Program]
[Question; about; St. Barbara's Roman Catholic Church_Food Baskets]
[Question; about; Circle Counseling_Counseling]
[Question; about; University of Pennsylvania Perelman School of Medicine_Addiction Services]
[Question; about; Lutheran Settlement House_Jane Addams Place]
[Question; about; The Behavioral Wellness Center at Girard_Miracles In Progress]
[Question; about; University of Pennsylvania Perelman School of Medicine_Addiction Services]
[Question; about; Resources for Human Development-Pennsylvania_RHD Fernwood Program]
[Question; about; Merakey - Pennsylvania_Adult Substance Use Disorder Services]
[Question; about; Neighbor to Neighbor Community Development Corporation Inc_Food Cupboard]
[Question; about; Families Forward_Emergency Shelter]
[Question; about; HELP USA Pennsylvania_Emergency Shelter]
[Question; about; Salvation Army Eastern Pennsylvania and Delaware_Emergency Disaster Services]
[Question; about; Pathways to Housing PA_Mental Health and Substance Abuse program]
[Question; about; Addiction Medicine and Health Advocates Inc_Addiction Medicine And Health Advocates]
[Question; about; African Family Health Organization_Human Services]
[Question; about; Merakey - Pennsylvania_Adult Substance Use Disorder Services]
[Question; about; Old Pine Community Center_Grab and Go Meals]
